ID,CARGO,REGION.ID,TERRITORIO.ID,CANDIDATO.ID,ANO,PARTIDO.ID
9339,CONCEJALES,9,208,8489,2021,8
9340,CONCEJALES,12,95,10470,2021,38
9341,CONCEJALES,8,127,7073,2021,38
9342,CONCEJALES,13,435,13638,2021,2
9343,CONCEJALES,10,80,9350,2021,33
9344,CONCEJALES,14,207,13879,2021,38
9345,CONSEJEROS REGIONALES,5,284,17251,2013,0
9346,CONCEJALES,5,379,3819,2021,38
9347,CONSEJEROS REGIONALES,15,88,18061,2017,40
9348,CONCEJALES,13,337,12680,2021,38
9349,CONCEJALES,4,238,2576,2021,8
9350,CONSEJEROS REGIONALES,4,197,17137,2017,38
9351,CONCEJALES,9,170,8408,2021,2
9352,DIPUTADOS,2,36,18208,2017,8
9353,CONCEJALES,10,381,10115,2021,38
9354,CONSEJEROS REGIONALES,13,441,16046,2017,38
9355,CONCEJALES,14,245,13972,2021,38
9356,CONCEJALES,8,217,7373,2021,6
9357,CONVENCIONALES CONSTITUYENTES,15,14,16352,2021,38
9358,CONCEJALES,13,104,10764,2021,3
9359,CONCEJALES,1,344,1609,2021,47
9360,CONSEJEROS REGIONALES,2,85,18819,2017,10
9361,CONVENCIONALES CONSTITUYENTES,13,73,16253,2021,38
9362,CONCEJALES,13,233,11562,2021,3
9363,CONCEJALES,5,227,3328,2021,38
9364,CONCEJALES,8,266,7577,2021,22
9365,CONCEJALES,8,446,7961,2021,38
9366,ALCALDES,5,407,319,2021,38
9367,CONCEJALES,9,111,8231,2021,38
9368,CONCEJALES,9,449,9031,2021,52
9369,CONCEJALES,7,216,6026,2021,38
9370,CONSEJEROS REGIONALES,2,85,58,2013,0
9371,DIPUTADOS,6,21,18338,2017,38
9372,CONCEJALES,5,94,2933,2021,38
9373,CONSEJEROS REGIONALES,4,197,17169,2013,8
9374,CONCEJALES,2,100,1788,2021,38
9375,CONSEJEROS REGIONALES,7,445,525,2017,8
9376,CONCEJALES,3,78,2005,2021,38
9377,CONCEJALES,5,379,3816,2021,38
9378,CONCEJALES,8,429,7883,2021,8
9379,CONVENCIONALES CONSTITUYENTES,12,34,15869,2021,38
9380,CONSEJEROS REGIONALES,8,308,17589,2013,37
9381,CONCEJALES,13,310,12365,2021,38
9382,CONCEJALES,15,106,14356,2021,22
9383,CONCEJALES,13,390,13208,2021,38
9384,CONVENCIONALES CONSTITUYENTES,1,25,15140,2021,38
9385,CONCEJALES,16,416,15022,2021,38
9386,CONCEJALES,5,477,4394,2021,8
9387,CONCEJALES,13,147,10940,2021,38
9388,CONCEJALES,8,151,7095,2021,38
9389,CONCEJALES,13,383,13097,2021,38
9390,CONSEJEROS REGIONALES,11,164,17740,2013,38
9391,CONCEJALES,8,243,7434,2021,3
9392,CONCEJALES,8,151,7083,2021,2
9393,CONSEJEROS REGIONALES,8,87,16437,2017,13
9394,CONCEJALES,13,293,12301,2021,8
9395,CONCEJALES,5,380,3925,2021,38
9396,CONCEJALES,8,375,7750,2021,0
9397,CONCEJALES,13,259,12011,2021,13
9398,CONCEJALES,2,313,1877,2021,38
9399,CONCEJALES,6,382,5416,2021,6
9400,CONSEJEROS REGIONALES,1,225,18774,2017,38
9401,CONCEJALES,16,129,14553,2021,1
9402,CONCEJALES,10,362,9932,2021,1
9403,CONCEJALES,13,444,13735,2021,22
9404,CONVENCIONALES CONSTITUYENTES,15,14,16326,2021,38
9405,CONCEJALES,8,169,7255,2021,13
9406,CONCEJALES,3,78,1996,2021,0
9407,SENADORES,5,10,18116,2017,3
9408,DIPUTADOS,2,47,16574,2013,3
9409,CONVENCIONALES CONSTITUYENTES,15,14,16322,2021,45
9410,CONCEJALES,8,459,8079,2021,38
9411,ALCALDES,8,459,726,2021,38
9412,CONSEJEROS REGIONALES,4,133,17162,2013,38
9413,CONCEJALES,3,220,2201,2021,1
9414,CONSEJEROS REGIONALES,13,440,1325,2013,37
9415,CONCEJALES,5,230,3353,2021,38
9416,CONCEJALES,9,391,8945,2021,38
9417,CONCEJALES,13,390,13146,2021,43
9418,CONVENCIONALES CONSTITUYENTES,4,58,15278,2021,38
9419,CONCEJALES,5,105,3004,2021,6
9420,CONSEJEROS REGIONALES,7,172,17420,2013,3
9421,CONCEJALES,9,357,8884,2021,8
9422,CONCEJALES,8,162,7224,2021,22
9423,CONCEJALES,13,237,11701,2021,3
9424,CONCEJALES,14,467,14198,2021,35
9425,CONCEJALES,5,384,3965,2021,47
9426,CONCEJALES,7,117,5784,2021,13
9427,CONSEJEROS REGIONALES,8,152,17513,2013,6
9428,ALCALDES,13,355,1207,2021,13
9429,DIPUTADOS,6,21,5630,2017,38
9430,CONCEJALES,8,433,7924,2021,3
9431,CONCEJALES,13,233,11565,2021,38
9432,CONCEJALES,6,394,5610,2021,38
9433,CONCEJALES,13,147,10908,2021,38
9434,CONCEJALES,13,274,12076,2021,38
9435,ALCALDES,16,130,1368,2021,38
9436,CONCEJALES,5,113,3059,2021,8
9437,CONSEJEROS REGIONALES,2,85,18828,2017,38
9438,CONCEJALES,6,254,4889,2021,38
9439,CONSEJEROS REGIONALES,5,227,18963,2017,38
9440,CONCEJALES,2,100,1782,2021,38
9441,CONCEJALES,3,78,1981,2021,8
9442,CONCEJALES,9,449,9064,2021,38
9443,CONCEJALES,10,366,9961,2021,33
9444,CONSEJEROS REGIONALES,15,88,18028,2013,15
9445,CONCEJALES,12,365,10588,2021,38
9446,SENADORES,5,10,16618,2017,38
9447,CONCEJALES,6,346,5339,2021,38
9448,DIPUTADOS,8,55,16742,2013,38
9449,DIPUTADOS,10,32,9469,2017,7
9450,CONSEJEROS REGIONALES,2,85,17034,2013,3
9451,CONCEJALES,7,172,5994,2021,0
9452,CONCEJALES,7,389,6428,2021,8
9453,CONCEJALES,13,244,11755,2021,6
9454,CONCEJALES,6,149,4696,2021,38
9455,CONCEJALES,16,129,14530,2021,1
9456,CONVENCIONALES CONSTITUYENTES,13,15,15915,2021,43
9457,CONCEJALES,3,468,2267,2021,38
9458,CONCEJALES,6,149,4702,2021,5
9459,CONCEJALES,5,369,3780,2021,38
9460,CONCEJALES,6,212,4781,2021,38
9461,CONVENCIONALES CONSTITUYENTES,3,47,15238,2021,13
9462,CONCEJALES,6,343,5252,2021,38
9463,CONCEJALES,5,407,4037,2021,38
9464,CONCEJALES,13,392,13245,2021,35
9465,CONCEJALES,8,151,7106,2021,43
9466,CONCEJALES,13,232,11518,2021,1
9467,CONSEJEROS REGIONALES,5,265,17240,2013,1
9468,DIPUTADOS,8,27,18437,2017,2
9469,CONCEJALES,9,319,8780,2021,38
9470,CONCEJALES,8,266,7534,2021,3
9471,CONSEJEROS REGIONALES,5,342,17268,2013,37
9472,CONCEJALES,8,446,8019,2021,38
9473,CONCEJALES,13,390,13159,2021,1
9474,CONCEJALES,14,326,14132,2021,38
9475,CONSEJEROS REGIONALES,15,88,18019,2013,38
9476,CONCEJALES,6,283,5016,2021,4
9477,CONCEJALES,9,391,8956,2021,6
9478,ALCALDES,9,199,773,2021,38
9479,CONSEJEROS REGIONALES,2,193,18838,2017,38
9480,CONSEJEROS REGIONALES,15,88,19624,2017,8
9481,CONCEJALES,16,412,14975,2021,38
9482,DIPUTADOS,2,36,16575,2017,40
9483,CONCEJALES,16,351,14847,2021,38
9484,CONCEJALES,13,237,11691,2021,48
9485,CONCEJALES,6,212,4779,2021,38
9486,CONVENCIONALES CONSTITUYENTES,16,24,16377,2021,38
9487,CONCEJALES,7,405,6530,2021,38
9488,DIPUTADOS,6,42,16667,2013,6
9489,CONCEJALES,4,474,2857,2021,1
9490,CONCEJALES,14,467,14216,2021,1
9491,CONCEJALES,15,106,14380,2021,38
9492,CONCEJALES,16,351,14846,2021,38
9493,CONCEJALES,3,124,2074,2021,5
9494,CONSEJEROS REGIONALES,10,131,17644,2013,0
9495,CONCEJALES,8,77,6880,2021,38
9496,CONCEJALES,13,233,11589,2021,38
9497,CONCEJALES,4,222,2486,2021,8
9498,CONSEJEROS REGIONALES,6,145,2400,2013,40
9499,DIPUTADOS,13,15,16519,2017,8
9500,CONCEJALES,6,393,5583,2021,38
9501,PRESIDENCIAL,,300,16515,2017,44
9502,CONCEJALES,16,378,14851,2021,38
9503,GOBERNADOR REGIONAL,8,186,16439,2021,43
9504,CONCEJALES,8,127,7024,2021,22
9505,CONCEJALES,1,344,1618,2021,13
9506,CONCEJALES,13,323,12456,2021,38
9507,CONCEJALES,13,444,13706,2021,22
9508,CONCEJALES,10,360,9870,2021,38
9509,CONCEJALES,16,129,14542,2021,6
9510,CONCEJALES,8,429,7869,2021,38
9511,ALCALDES,13,147,1065,2021,13
9512,CONCEJALES,13,421,13497,2021,13
9513,CONSEJEROS REGIONALES,13,437,19496,2017,38
9514,DIPUTADOS,15,14,18082,2017,38
9515,CONSEJEROS REGIONALES,13,441,19541,2017,13
9516,CONCEJALES,12,365,10614,2021,22
9517,CONCEJALES,13,392,13258,2021,6
9518,CONCEJALES,11,139,10304,2021,38
9519,CONSEJEROS REGIONALES,10,256,17671,2013,7
9520,CONCEJALES,13,237,11750,2021,10
9521,CONCEJALES,6,386,5522,2021,38
9522,CONSEJEROS REGIONALES,13,293,1077,2017,8
9523,CONSEJEROS REGIONALES,5,470,19012,2017,2
9524,CONVENCIONALES CONSTITUYENTES,16,24,16364,2021,38
9525,CONVENCIONALES CONSTITUYENTES,1,25,15165,2021,38
9526,CONCEJALES,13,233,11583,2021,38
9527,CONCEJALES,10,290,9702,2021,3
9528,ALCALDES,5,484,362,2021,38
9529,CONCEJALES,13,237,11684,2021,22
9530,CONCEJALES,16,388,14907,2021,38
9531,CONCEJALES,4,317,2687,2021,1
9532,CONSEJEROS REGIONALES,4,133,171,2013,38
9533,CONCEJALES,5,379,3855,2021,38
9534,CONCEJALES,5,396,4004,2021,2
9535,CONVENCIONALES CONSTITUYENTES,9,28,15706,2021,6
9536,CONSEJEROS REGIONALES,7,253,19113,2017,38
9537,CONVENCIONALES CONSTITUYENTES,13,17,16032,2021,45
9538,CONCEJALES,13,155,10993,2021,38
9539,CONCEJALES,5,113,3050,2021,1
9540,CONCEJALES,9,269,8658,2021,13
9541,CONSEJEROS REGIONALES,2,193,17068,2013,0
9542,CONCEJALES,11,128,10252,2021,13
9543,CONCEJALES,5,407,4049,2021,3
9544,DIPUTADOS,5,71,18278,2017,8
9545,CONCEJALES,12,302,10516,2021,3
9546,CONCEJALES,9,292,8716,2021,4
9547,CONCEJALES,5,195,3218,2021,13
9548,CONSEJEROS REGIONALES,6,98,17359,2017,6
9549,CONVENCIONALES CONSTITUYENTES,1,25,15141,2021,38
9550,ALCALDES,5,411,325,2021,38
9551,CONCEJALES,10,423,10212,2021,3
9552,CONCEJALES,13,257,11881,2021,38
9553,CONCEJALES,13,454,13772,2021,49
9554,CONCEJALES,9,263,8593,2021,38
9555,CONCEJALES,8,446,7956,2021,38
9556,CONCEJALES,9,261,8590,2021,8
9557,CONCEJALES,10,368,9968,2021,38
9558,CONCEJALES,3,468,2283,2021,38
9559,CONCEJALES,15,88,14272,2021,38
9560,CONVENCIONALES CONSTITUYENTES,6,21,15472,2021,38
9561,CONSEJEROS REGIONALES,6,145,5671,2013,7
9562,CONCEJALES,13,435,13641,2021,0
9563,CONCEJALES,2,85,1737,2021,45
9564,CONCEJALES,8,271,7581,2021,38
9565,CONCEJALES,13,92,10706,2021,3
9566,ALCALDES,13,258,1150,2021,15
9567,DIPUTADOS,2,36,18187,2017,10
9568,CONCEJALES,13,258,11925,2021,38
9569,CONSEJEROS REGIONALES,5,471,19030,2017,13
9570,CONCEJALES,13,408,13338,2021,4
9571,CONSEJEROS REGIONALES,7,445,17466,2013,38
9572,CONCEJALES,5,196,3269,2021,38
9573,CONCEJALES,6,432,5741,2021,38
9574,CONCEJALES,1,146,1507,2021,38
9575,CONCEJALES,14,267,13993,2021,1
9576,CONCEJALES,4,222,2496,2021,38
9577,CONCEJALES,5,469,4290,2021,38
9578,CONCEJALES,13,444,13692,2021,38
9579,CONCEJALES,5,255,3504,2021,38
9580,CONCEJALES,13,247,11861,2021,13
9581,CONCEJALES,13,278,12128,2021,43
9582,DIPUTADOS,8,24,18397,2017,3
9583,CONCEJALES,1,225,1582,2021,47
9584,CONCEJALES,4,238,2586,2021,16
9585,CONCEJALES,8,158,7172,2021,38
9586,CONCEJALES,4,160,2445,2021,38
9587,ALCALDES,2,100,32,2021,3
9588,DIPUTADOS,9,29,9057,2017,38
9589,CONCEJALES,2,85,1663,2021,38
9590,CONCEJALES,8,109,7018,2021,8
9591,CONCEJALES,14,467,14223,2021,38
9592,CONCEJALES,13,358,12915,2021,38
9593,CONCEJALES,6,190,4746,2021,38
9594,DIPUTADOS,13,19,1089,2017,15
9595,CONCEJALES,5,484,4519,2021,3
9596,PRESIDENCIAL,,300,16492,2013,38
9597,CONCEJALES,13,104,10757,2021,47
9598,CONCEJALES,13,232,11478,2021,38
9599,ALCALDES,13,358,1213,2021,38
9600,CONCEJALES,10,368,9983,2021,38
9601,CONVENCIONALES CONSTITUYENTES,6,20,15468,2021,0
9602,CONCEJALES,13,310,12318,2021,6
9603,ALCALDES,8,127,634,2021,0
9604,CONCEJALES,8,304,7702,2021,38
9605,CONCEJALES,13,392,13233,2021,1
9606,CONCEJALES,16,335,14775,2021,38
9607,CONCEJALES,6,273,4932,2021,35
9608,CONCEJALES,4,321,2750,2021,38
9609,CONCEJALES,13,120,10781,2021,8
9610,CONCEJALES,9,357,8894,2021,6
9611,CONCEJALES,10,360,9836,2021,38
9612,CONCEJALES,13,221,11297,2021,38
9613,ALCALDES,4,296,147,2021,1
9614,CONVENCIONALES CONSTITUYENTES,14,30,16313,2021,51
9615,CONCEJALES,5,396,4006,2021,38
9616,ALCALDES,13,147,1060,2021,38
9617,CONCEJALES,4,317,2729,2021,48
9618,CONSEJEROS REGIONALES,1,225,16973,2013,38
9619,DIPUTADOS,8,49,16701,2013,3
9620,CONSEJEROS REGIONALES,8,308,17584,2017,40
9621,CONCEJALES,13,258,11987,2021,47
9622,CONCEJALES,14,245,13955,2021,3
9623,CONVENCIONALES CONSTITUYENTES,13,15,15895,2021,43
9624,CONCEJALES,4,238,2552,2021,22
9625,CONCEJALES,13,359,12961,2021,38
9626,CONCEJALES,5,369,3777,2021,38
9627,CONCEJALES,13,259,12041,2021,6
9628,CONCEJALES,8,158,7177,2021,38
9629,CONCEJALES,8,298,7649,2021,13
9630,CONCEJALES,5,75,2905,2021,38
9631,CONSEJEROS REGIONALES,6,98,17367,2013,38
9632,CONCEJALES,9,248,8540,2021,35
9633,CONCEJALES,13,259,12047,2021,38
9634,CONCEJALES,16,412,14997,2021,13
9635,CONCEJALES,3,203,2191,2021,16
9636,CONCEJALES,3,203,2195,2021,3
9637,CONVENCIONALES CONSTITUYENTES,10,32,15824,2021,38
9638,CONCEJALES,9,357,8898,2021,48
9639,CONCEJALES,13,221,11237,2021,38
9640,CONCEJALES,14,288,14074,2021,38
9641,CONCEJALES,13,120,10807,2021,38
9642,CONCEJALES,16,416,15009,2021,38
9643,ALCALDES,14,326,1321,2021,0
9644,CONCEJALES,9,462,9162,2021,38
9645,CONCEJALES,5,75,2894,2021,38
9646,CONCEJALES,13,310,12342,2021,48
9647,CONCEJALES,4,296,2662,2021,38
9648,CONCEJALES,2,291,1863,2021,0
9649,CONCEJALES,5,413,4175,2021,3
9650,DIPUTADOS,4,58,18232,2017,10
9651,CONCEJALES,9,211,8519,2021,13
9652,CONCEJALES,5,479,4434,2021,8
9653,CONSEJEROS REGIONALES,14,467,19584,2017,8
9654,CONCEJALES,8,151,7090,2021,38
9655,CONCEJALES,6,149,4711,2021,38
9656,CONCEJALES,14,467,14252,2021,38
9657,CONCEJALES,8,201,7292,2021,8
9658,CONCEJALES,13,418,13404,2021,0
9659,CONCEJALES,8,87,6946,2021,1
9660,CONCEJALES,13,226,11372,2021,15
9661,CONSEJEROS REGIONALES,5,342,18990,2017,0
9662,ALCALDES,14,397,1323,2021,38
9663,CONCEJALES,13,247,11836,2021,38
9664,DIPUTADOS,4,58,169,2017,18
9665,CONCEJALES,13,392,13262,2021,38
9666,CONCEJALES,14,240,13930,2021,13
9667,CONCEJALES,9,391,8957,2021,8
9668,CONCEJALES,5,113,3043,2021,22
9669,CONCEJALES,15,88,14332,2021,3
9670,CONSEJEROS REGIONALES,14,387,17961,2013,8
9671,CONSEJEROS REGIONALES,5,342,18985,2017,38
9672,CONCEJALES,9,475,9254,2021,38
9673,ALCALDES,9,111,748,2021,6
9674,ALCALDES,7,198,526,2021,13
9675,CONVENCIONALES CONSTITUYENTES,13,17,16053,2021,4
9676,CONCEJALES,5,407,4040,2021,47
9677,CONCEJALES,13,274,12059,2021,33
9678,CONSEJEROS REGIONALES,11,74,998,2013,6
9679,CONCEJALES,5,307,3558,2021,38
9680,DIPUTADOS,14,63,16954,2013,3
9681,CONCEJALES,5,477,4358,2021,47
9682,CONCEJALES,9,272,8689,2021,8
9683,CONCEJALES,13,200,11196,2021,22
9684,CONSEJEROS REGIONALES,8,91,17492,2013,40
9685,CONCEJALES,13,247,11818,2021,47
9686,DIPUTADOS,15,14,16958,2013,13
9687,CONCEJALES,14,240,13927,2021,38
9688,CONCEJALES,16,412,15003,2021,38
9689,CONCEJALES,9,170,8406,2021,4
9690,CONCEJALES,5,396,4009,2021,6
9691,CONCEJALES,8,456,8042,2021,38
9692,CONVENCIONALES CONSTITUYENTES,16,24,16369,2021,6
9693,CONSEJEROS REGIONALES,9,119,19278,2017,23
9694,CONCEJALES,13,120,10820,2021,0
9695,CONCEJALES,13,323,12479,2021,48
9696,CONCEJALES,9,263,8623,2021,38
9697,CONSEJEROS REGIONALES,4,197,18948,2017,0
9698,DIPUTADOS,6,20,18316,2017,38
9699,CONCEJALES,8,266,7531,2021,22
9700,CONCEJALES,13,348,12760,2021,38
9701,CONSEJEROS REGIONALES,6,99,19066,2017,38
9702,CONCEJALES,13,233,11613,2021,13
9703,CONCEJALES,5,214,3293,2021,3
9704,DIPUTADOS,11,33,18521,2017,17
9705,DIPUTADOS,14,30,18706,2017,38
9706,CONCEJALES,5,196,3272,2021,9
9707,CONCEJALES,10,316,9716,2021,38
9708,CONCEJALES,7,253,6111,2021,3
9709,CONVENCIONALES CONSTITUYENTES,6,21,15493,2021,38
9710,CONCEJALES,9,309,8744,2021,38
9711,CONCEJALES,13,258,11984,2021,38
9712,CONCEJALES,13,408,13275,2021,38
9713,ALCALDES,8,217,663,2021,10
9714,CONVENCIONALES CONSTITUYENTES,13,15,15962,2021,38
9715,CONCEJALES,15,88,14339,2021,8
9716,CONCEJALES,14,207,13875,2021,38
9717,CONCEJALES,6,329,5200,2021,16
9718,CONCEJALES,11,164,10339,2021,6
9719,CONCEJALES,7,445,6683,2021,8
9720,CONSEJEROS REGIONALES,11,209,10250,2017,3
9721,CONCEJALES,1,344,1603,2021,8
9722,CONCEJALES,13,232,11507,2021,10
9723,CONCEJALES,9,261,8570,2021,2
9724,CONCEJALES,9,82,8202,2021,2
9725,CONCEJALES,2,85,1691,2021,45
9726,CONCEJALES,14,239,13886,2021,38
9727,CONCEJALES,12,415,10636,2021,3
9728,CONCEJALES,4,406,2821,2021,38
9729,CONVENCIONALES CONSTITUYENTES,4,58,15266,2021,38
9730,CONCEJALES,5,411,4107,2021,0
9731,SENADORES,11,4,18161,2017,8
9732,CONCEJALES,15,88,14276,2021,38
9733,CONCEJALES,6,301,5090,2021,49
9734,CONCEJALES,2,85,1664,2021,6
9735,CONCEJALES,8,151,7075,2021,5
9736,CONSEJEROS REGIONALES,5,470,19027,2017,0
9737,CONSEJEROS REGIONALES,8,87,19156,2017,13
9738,CONCEJALES,14,163,13821,2021,38
9739,CONCEJALES,14,207,13854,2021,38
9740,CONCEJALES,4,270,2632,2021,49
9741,CONSEJEROS REGIONALES,7,172,17428,2013,37
9742,ALCALDES,7,295,549,2021,38
9743,CONCEJALES,4,474,2849,2021,6
9744,CONCEJALES,13,155,10970,2021,0
9745,CONCEJALES,13,383,13092,2021,38
9746,CONCEJALES,2,100,1813,2021,38
9747,CONVENCIONALES CONSTITUYENTES,2,36,15186,2021,8
9748,CONVENCIONALES CONSTITUYENTES,6,21,15477,2021,22
9749,DIPUTADOS,3,47,18226,2017,21
9750,CONCEJALES,9,170,8398,2021,6
9751,CONCEJALES,7,295,6236,2021,8
9752,CONCEJALES,14,245,13970,2021,22
9753,CONSEJEROS REGIONALES,8,308,19241,2017,38
9754,CONCEJALES,14,207,13859,2021,38
9755,CONCEJALES,10,101,9379,2021,0
9756,CONCEJALES,8,429,7875,2021,22
9757,CONCEJALES,13,293,12248,2021,2
9758,CONCEJALES,4,238,2597,2021,13
9759,CONCEJALES,11,400,10431,2021,38
9760,CONCEJALES,13,337,12723,2021,49
9761,CONSEJEROS REGIONALES,13,439,19512,2017,38
9762,ALCALDES,13,435,1271,2021,43
9763,DIPUTADOS,13,18,18617,2017,38
9764,CONCEJALES,13,293,12308,2021,3
9765,CONCEJALES,7,445,6700,2021,38
9766,CONSEJEROS REGIONALES,13,444,19563,2017,38
9767,CONCEJALES,9,478,9304,2021,22
9768,CONCEJALES,9,202,8447,2021,38
9769,CONCEJALES,13,332,12528,2021,10
9770,CONCEJALES,3,468,2265,2021,1
9771,CONVENCIONALES CONSTITUYENTES,13,17,16072,2021,45
9772,CONCEJALES,6,280,4999,2021,38
9773,CONCEJALES,13,257,11875,2021,2
9774,DIPUTADOS,9,29,18451,2017,38
9775,CONCEJALES,13,223,11348,2021,38
9776,CONCEJALES,16,142,14673,2021,35
9777,CONCEJALES,16,483,15121,2021,0
9778,CONSEJEROS REGIONALES,3,220,17153,2017,6
9779,CONCEJALES,13,221,11258,2021,1
9780,CONSEJEROS REGIONALES,8,308,19237,2017,44
9781,DIPUTADOS,5,71,16642,2017,3
9782,CONCEJALES,13,359,12956,2021,38
9783,CONCEJALES,13,147,10909,2021,8
9784,CONCEJALES,11,311,10422,2021,3
9785,CONCEJALES,5,469,4233,2021,38
9786,CONCEJALES,9,202,8471,2021,2
9787,CONCEJALES,7,253,6124,2021,13
9788,DIPUTADOS,1,25,18180,2017,3
9789,CONCEJALES,10,373,10061,2021,3
9790,CONCEJALES,8,151,7085,2021,48
9791,CONCEJALES,9,349,8848,2021,38
9792,CONCEJALES,3,159,2130,2021,13
9793,CONSEJEROS REGIONALES,13,439,19514,2017,38
9794,ALCALDES,5,379,295,2021,8
9795,CONSEJEROS REGIONALES,15,88,18035,2017,38
9796,CONCEJALES,10,80,9327,2021,38
9797,CONSEJEROS REGIONALES,12,276,17784,2017,7
9798,CONCEJALES,11,213,10368,2021,38
9799,DIPUTADOS,13,34,16916,2013,1
9800,CONCEJALES,6,386,5453,2021,13
9801,CONCEJALES,14,322,14103,2021,38
9802,DIPUTADOS,6,20,5470,2017,7
9803,CONSEJEROS REGIONALES,1,225,18753,2017,38
9804,CONCEJALES,16,141,14649,2021,13
9805,CONCEJALES,13,355,12827,2021,48
9806,CONCEJALES,5,477,4337,2021,38
9807,CONVENCIONALES CONSTITUYENTES,11,33,15845,2021,6
9808,CONSEJEROS REGIONALES,8,90,16745,2017,38
9809,CONCEJALES,6,312,5132,2021,35
9810,CONSEJEROS REGIONALES,2,85,17048,2013,38
9811,ALCALDES,5,356,282,2021,38
9812,CONCEJALES,14,163,13817,2021,38
9813,CONCEJALES,13,355,12820,2021,10
9814,DIPUTADOS,8,53,16729,2013,4
9815,CONCEJALES,10,80,9343,2021,38
9816,CONCEJALES,4,399,2811,2021,38
9817,CONCEJALES,16,422,15052,2021,38
9818,CONCEJALES,8,264,7478,2021,2
9819,CONCEJALES,16,129,14508,2021,5
9820,CONSEJEROS REGIONALES,7,117,559,2017,38
9821,DIPUTADOS,4,58,15276,2017,8
9822,CONCEJALES,9,458,9136,2021,8
9823,CONCEJALES,14,288,14069,2021,38
9824,CONCEJALES,9,134,8240,2021,13
9825,CONCEJALES,10,361,9890,2021,0
9826,DIPUTADOS,13,72,10826,2017,43
9827,CONCEJALES,7,125,5814,2021,38
9828,CONCEJALES,15,88,14329,2021,38
9829,DIPUTADOS,8,24,16379,2017,13
9830,CONCEJALES,13,191,11082,2021,38
9831,CONCEJALES,8,243,7427,2021,38
9832,CONCEJALES,10,123,9423,2021,8
9833,CONCEJALES,13,155,11024,2021,38
9834,CONCEJALES,7,289,6207,2021,3
9835,CONCEJALES,13,274,12054,2021,13
9836,CONCEJALES,5,315,3599,2021,38
9837,CONSEJEROS REGIONALES,9,119,17620,2013,1
9838,CONCEJALES,4,108,2366,2021,38
9839,CONCEJALES,4,364,2766,2021,49
9840,CONCEJALES,1,146,1494,2021,13
9841,CONCEJALES,16,409,14945,2021,8
9842,CONCEJALES,13,278,12178,2021,3
9843,CONCEJALES,6,343,5283,2021,0
9844,CONSEJEROS REGIONALES,13,122,17805,2013,1
9845,CONCEJALES,12,302,10499,2021,38
9846,CONCEJALES,5,114,3112,2021,8
9847,CONCEJALES,8,151,7130,2021,8
9848,CONCEJALES,16,385,14886,2021,38
9849,CONCEJALES,7,417,6627,2021,2
9850,CONSEJEROS REGIONALES,5,284,17250,2013,0
9851,CONCEJALES,9,462,9147,2021,38
9852,CONCEJALES,13,421,13504,2021,8
9853,CONSEJEROS REGIONALES,6,145,17414,2013,7
9854,DIPUTADOS,1,25,16560,2013,4
9855,CONVENCIONALES CONSTITUYENTES,1,25,15131,2021,38
9856,CONCEJALES,5,94,2950,2021,38
9857,CONCEJALES,14,322,14108,2021,38
9858,CONSEJEROS REGIONALES,11,74,19364,2017,10
9859,CONCEJALES,7,172,5978,2021,38
9860,CONCEJALES,12,365,10603,2021,0
9861,CONCEJALES,13,200,11205,2021,10
9862,CONCEJALES,13,223,11316,2021,38
9863,CONSEJEROS REGIONALES,6,99,17385,2013,38
9864,CONCEJALES,3,124,2063,2021,22
9865,CONCEJALES,13,332,12515,2021,4
9866,DIPUTADOS,13,24,16237,2013,4
9867,DIPUTADOS,5,71,213,2017,43
9868,DIPUTADOS,13,30,16885,2013,7
9869,CONCEJALES,8,429,7877,2021,1
9870,CONCEJALES,2,286,1819,2021,8
9871,CONCEJALES,10,215,9628,2021,38
9872,CONCEJALES,10,268,9687,2021,38
9873,ALCALDES,4,406,171,2021,38
9874,ALCALDES,5,413,329,2021,38
9875,DIPUTADOS,13,24,16841,2013,38
9876,CONCEJALES,10,205,9579,2021,38
9877,CONCEJALES,13,236,11660,2021,6
9878,CONCEJALES,5,411,4109,2021,38
9879,CONCEJALES,12,460,10652,2021,38
9880,CONCEJALES,13,390,13156,2021,8
9881,CONVENCIONALES CONSTITUYENTES,12,34,15877,2021,3
9882,CONCEJALES,2,100,1795,2021,48
9883,CONCEJALES,14,322,14095,2021,38
9884,ALCALDES,5,413,330,2021,8
9885,CONCEJALES,13,336,12594,2021,6
9886,CONCEJALES,7,405,6526,2021,38
9887,CONCEJALES,16,141,14637,2021,5
9888,DIPUTADOS,5,69,16586,2017,13
9889,DIPUTADOS,15,14,18727,2017,3
9890,ALCALDES,5,235,244,2021,1
9891,CONCEJALES,10,423,10195,2021,38
9892,CONCEJALES,16,192,14713,2021,38
9893,ALCALDES,6,325,437,2021,38
9894,CONCEJALES,7,157,5891,2021,38
9895,CONCEJALES,2,286,1835,2021,38
9896,CONCEJALES,13,336,12584,2021,38
9897,CONCEJALES,15,210,14404,2021,3
9898,CONCEJALES,10,381,10113,2021,38
9899,CONCEJALES,6,126,4574,2021,0
9900,CONCEJALES,8,482,8140,2021,38
9901,CONCEJALES,9,462,9149,2021,22
9902,CONCEJALES,13,258,11946,2021,8
9903,CONSEJEROS REGIONALES,14,387,19570,2017,8
9904,CONCEJALES,5,369,3793,2021,13
9905,CONCEJALES,4,160,2407,2021,22
